頻道,日期,影片ID,標題,影片長度,觀看人數,網址
ctitv,20190321,sWr_Cx0gzrg,劉德華新片「熱血合唱團」　化身最帥指揮家,110,447,https://youtu.be/sWr_Cx0gzrg
ctitv,20190321,SMh3o92jq_0,右肺又發現小腫瘤　陳文茜：再切一片小蛋糕,95,5613,https://youtu.be/SMh3o92jq_0
ctitv,20190321,fjTBwwAkPA0,網批盧下架「台中i環保」　盧秀燕：林市長任內事,76,1517,https://youtu.be/fjTBwwAkPA0
ctitv,20190321,JSt_8LXAaKs,千斤大白鯊遭捕獲　海洋學者：見過最大尾,73,4563,https://youtu.be/JSt_8LXAaKs
ctitv,20190321,jn16yI2BDtQ,系統台綁小吃店看某台？　NCC：沒有這種設定,111,5308,https://youtu.be/jn16yI2BDtQ
ctitv,20190321,SqpP4_ZpXSs,帥炸！　李奧、小布首合作「好萊塢」　對打李小龍,97,1112,https://youtu.be/SqpP4_ZpXSs
ctitv,20190321,tzyN5ya5FVU,高雄水果受歡迎　新加坡超市追加訂單,97,35786,https://youtu.be/tzyN5ya5FVU
ctitv,20190321,rJPO_mp3Guw,韓國瑜訪深圳拚「夜市觀光」？！　六合夜市美味吃得到！,172,42701,https://youtu.be/rJPO_mp3Guw
ctitv,20190321,mJVnPIfSRbs,掀翻鐵皮屋頂砸多車　安徽風災傳2死39傷,98,523,https://youtu.be/mJVnPIfSRbs
ctitv,20190321,loYzGUDCRHY,韓國瑜愛吃眷村菜！　高雄將舉辦眷村美食大賽,82,9556,https://youtu.be/loYzGUDCRHY
ctitv,20190321,dw2ywf6eTXY,懷疑男友劈腿　女子朝他刺頸又割臉,74,496,https://youtu.be/dw2ywf6eTXY
ctitv,20190321,TAYskBVHMOE,蔡下午登記拚連任　千字文嗆賴「我比任何人懂承擔」,101,6727,https://youtu.be/TAYskBVHMOE
ctitv,20190321,FHQVzGkbz74,韓國瑜訪陸交流名單出爐　28官員民代大陣仗,97,57803,https://youtu.be/FHQVzGkbz74
ctitv,20190321,U9-uvwJWXgo,韓國瑜「造型點心」夯！　客製化禮盒狂搶商機,83,11783,https://youtu.be/U9-uvwJWXgo
ctitv,20190321,N1hqeeBP-gQ,韓流超強吸客！　旅行社大推「月亮禿子團」遊高雄,87,29141,https://youtu.be/N1hqeeBP-gQ
ctitv,20190321,Sd-jNQe02bs,副局長才讓韓國瑜動怒　環保局又出包！,100,23987,https://youtu.be/Sd-jNQe02bs
ctitv,20190321,7rjasvCN5Os,知名小兒科沒快篩斷定流感　3歲孩吞8種藥,102,866,https://youtu.be/7rjasvCN5Os
ctitv,20190321,7xput2E1AiI,醉男勸鄰桌別酒駕爆衝突　父子聯手鬥毆混戰,79,138,https://youtu.be/7xput2E1AiI
ctitv,20190321,u3LSuC2ZBWg,飆車撞死3人開價賠150萬　家屬憤怒拍桌,86,1026,https://youtu.be/u3LSuC2ZBWg
ctitv,20190321,59vtqY3c_eI,「韓國瑜」車體廣告　12輛「韓流」公車北市趴趴走,89,85276,https://youtu.be/59vtqY3c_eI
ctitv,20190321,KSbYsy4_i5U,拚2020！　國民黨：朱王若同意、把韓納入初選,96,5615,https://youtu.be/KSbYsy4_i5U
ctitv,20190321,HDgPAaeBhDw,民調打趴白綠！　韓國瑜為藍營「最強戰將」,85,7503,https://youtu.be/HDgPAaeBhDw
ctitv,20190321,VUxcSZDQEag,"讓愛延續！ ViewSonic攜手何歡劇團公益義演",75,582,https://youtu.be/VUxcSZDQEag
ctitv,20190321,mtAycG5i5c0,離婚吵「房貸誰繳」　暴力夫痛毆前妻還砸車,92,432,https://youtu.be/mtAycG5i5c0
ctitv,20190321,HQOSlQw5ERA,警方硬起來！北市警5天抄3涉毒酒店,93,532,https://youtu.be/HQOSlQw5ERA
ctitv,20190321,x7KDy1_4ri0,2賊裡應外合偷雜貨店　6旬婦遭偷近80萬,98,480,https://youtu.be/x7KDy1_4ri0
ctitv,20190321,L3iR7bZvI7Y,詐騙訓練所「教戰手冊」　悲情身世網路交友,75,274,https://youtu.be/L3iR7bZvI7Y
ctitv,20190321,xSesijwE8j0,金剛掌？男翻欄過馬路　推倒路燈狠砸路人,81,154,https://youtu.be/xSesijwE8j0
ctitv,20190321,Inw1RPG_Q70,韓國瑜22日到訪　港韓粉備國旗、布條迎接,104,99398,https://youtu.be/Inw1RPG_Q70
ctitv,20190321,RQN-CgndG9Y,媽媽是超人！　「米粒媽」伊能靜轉當網紅開節目,99,752,https://youtu.be/RQN-CgndG9Y
ctitv,20190321,zSBNr3r2Eps,買二手超跑眉眉角角多　消費者須留心,159,431,https://youtu.be/zSBNr3r2Eps
ctitv,20190321,LJAQQkpOpNc,醉男勸鄰桌別酒駕爆衝突　酒客當街鬥毆,79,399,https://youtu.be/LJAQQkpOpNc
ctitv,20190321,Mywr0ndNDG8,路倒醉漢大罵柯文哲　激動企圖毆警遭壓制,51,358,https://youtu.be/Mywr0ndNDG8
ctitv,20190321,0fm16pVfzJc,蔡英文綁肥缺拉攏派系？　魏明谷接台水董事長,53,2030,https://youtu.be/0fm16pVfzJc
ctitv,20190321,XyJAPmtXrKA,更資深的來了！　鳥來嬤、吳靜嫻助功高雄觀光,87,38254,https://youtu.be/XyJAPmtXrKA
ctitv,20190321,nEmyOfey23g,韓國瑜上任近3個月　「新聞深喉嚨」獨家專訪,138,41031,https://youtu.be/nEmyOfey23g
ctitv,20190321,ruZhn8llOXY,「好小子」左孝虎開酒吧　遭老友控欠債挨,114,584,https://youtu.be/ruZhn8llOXY
ctitv,20190321,qUpA0XJyf3g,相揪來去內門！　韓市長「加碼」宋江陣活動,82,26512,https://youtu.be/qUpA0XJyf3g
ctitv,20190321,cMg1O418gdY,韓國瑜遷辦公室　盼照顧縣區、溝通方便,111,40020,https://youtu.be/cMg1O418gdY
ctitv,20190321,ZracKUxoz4U,賴清德領表談「擔責」　蔡英文PO文：不怕挑戰,99,3023,https://youtu.be/ZracKUxoz4U
ctitv,20190321,OrQeOxGGP3c,訪華府強調「親美友陸」　柯P：不要火中取栗,96,1458,https://youtu.be/OrQeOxGGP3c
ctitv,20190321,96KTy7rba8o,身為2020「最強棒」！　韓國瑜：不要讓人民含淚投票,106,35844,https://youtu.be/96KTy7rba8o
ctitv,20190321,a5bfGN8J5fo,製作費破32億！　彭于晏「緊急救援」動作戲帥慘,80,1910,https://youtu.be/a5bfGN8J5fo
ctitv,20190321,1LVf5NT5Ogo,「台獨比梅毒更可怕」　韓轟賴「搞台獨」將引戰爭,105,17242,https://youtu.be/1LVf5NT5Ogo
ctitv,20190321,gRUYWU4J7zo,【氣象】今各地晴朗溫度更高　各地高溫32~33度,208,354,https://youtu.be/gRUYWU4J7zo
ctitv,20190320,GpU_L2Gl5ZA,【氣象】中午高達30度　戶外活動防曬多喝水,143,1103,https://youtu.be/GpU_L2Gl5ZA
ctitv,20190320,giio6B-HgsE,喜歡什麼拿什麼！首家「超市型」燒肉　進駐台中,93,2542,https://youtu.be/giio6B-HgsE
ctitv,20190320,qdnzhEn2Lxw,炸雞配咖啡？　台式麵線變身「沾著吃」,77,2160,https://youtu.be/qdnzhEn2Lxw
ctitv,20190320,gOR3SjNwHTo,韓流把人帶進來！　高雄房市買氣漲20%,83,11112,https://youtu.be/gOR3SjNwHTo
ctitv,20190320,TH-Fd3hfuCY,談2020總統大選　韓國瑜：意識形態之戰,136,23991,https://youtu.be/TH-Fd3hfuCY
ctitv,20190320,zIAcV2_-5Wo,酒駕議題朝野無共識　黃國昌霸主席台,129,4718,https://youtu.be/zIAcV2_-5Wo
ctitv,20190320,du9GFINvP04,「還珠格格在水一方」端上桌　拚觀光推瓊瑤宴,97,3463,https://youtu.be/du9GFINvP04
ctitv,20190320,6uKU7y_gS2I,身價逾3800億　韓國瑜將三會地產商黃志祥,107,66393,https://youtu.be/6uKU7y_gS2I
ctitv,20190320,tASSzbLWsLI,敞篷超跑玩菊島　繞島一圈五千元,148,383,https://youtu.be/tASSzbLWsLI
ctitv,20190320,aGEFRGo-vaU,新北推動樂齡公園　兩年內完成28處,66,652,https://youtu.be/aGEFRGo-vaU
ctitv,20190320,ROJ3v1MRC5s,挺韓國瑜選總統「印金鈔」　3百份搶光再印5千份,83,26671,https://youtu.be/ROJ3v1MRC5s
ctitv,20190320,2C-jrxBRxRs,韓國瑜超市賣蔬果　韓粉隔天用台幣下架,106,56896,https://youtu.be/2C-jrxBRxRs
ctitv,20190320,WGVeijQ_lYU,韓國瑜上任85天！「新聞深喉嚨」獨訪追內幕,185,112296,https://youtu.be/WGVeijQ_lYU
ctitv,20190320,rYy2RFNxYNw,劃清賴？　網紅猜謎「剩一口氣」　蔡跳過翻面,114,588,https://youtu.be/rYy2RFNxYNw
ctitv,20190320,Ng2pKCTgiWs,「選總統」首度鬆口　韓國瑜：未來再看吧,78,53371,https://youtu.be/Ng2pKCTgiWs
ctitv,20190320,8ZsdHE3P7KM,刀叉優雅吃香蕉　陸新貴「低調炫富」成風潮,89,2134,https://youtu.be/8ZsdHE3P7KM
ctitv,20190320,FKy8pM6GEzI,"誤觸消防設備！　科技廠CO2外洩 11人暈眩送醫",89,460,https://youtu.be/FKy8pM6GEzI
ctitv,20190320,HY-B_14rBRg,轟酒駕案藍綠打假球　黃國昌遭酸「立院當秀場」,101,1310,https://youtu.be/HY-B_14rBRg
ctitv,20190320,kJ1t6PHfd_8,工商界挺韓「自經區」　工商大老：希望台灣成「自貿島」,92,8620,https://youtu.be/kJ1t6PHfd_8
ctitv,20190320,gfEhcZthwac,韓流帶動春遊！　旅遊業大推「南部景點」優惠行程,104,10868,https://youtu.be/gfEhcZthwac
ctitv,20190320,wPok0VOEg24,父酒駕辯外甥開車　女兒童言童語「全招了」,88,377,https://youtu.be/wPok0VOEg24
ctitv,20190320,CzXOA06j1ZU,「金三角毒梟」來台販毒　運市值1.5億海洛英,74,675,https://youtu.be/CzXOA06j1ZU
ctitv,20190320,kO_vOteahhU,台東小農高科技種米　結合「區塊鏈」熱銷國際,98,2084,https://youtu.be/kO_vOteahhU
ctitv,20190320,lJ5BJYZkZ8c,憂登革熱疫情擴大　韓國瑜：將投入更多人力！,81,13794,https://youtu.be/lJ5BJYZkZ8c
ctitv,20190320,NwndvbXTHs4,陸軍強化城鎮作戰　飛簷走壁有如「蜘蛛人」,98,1086,https://youtu.be/NwndvbXTHs4
ctitv,20190320,0yxgONcj9_w,推韓流抗「獨流」！　國民黨拚團結拱「最強棒」,97,4179,https://youtu.be/0yxgONcj9_w
ctitv,20190320,pfkrOOBQL7Q,噁！　網購熱銷口罩　竟是回收衣料製做、沒消毒,94,3532,https://youtu.be/pfkrOOBQL7Q
ctitv,20190320,PGtnTvF9AjI,漁港開放釣魚惹議　韓國瑜曾提「釣魚平台」有解？,106,21484,https://youtu.be/PGtnTvF9AjI
ctitv,20190320,Yj6caW1BIrM,驚！　小黃闖平交道　火車撞斷後保險桿,85,642,https://youtu.be/Yj6caW1BIrM
ctitv,20190320,tKttRVceevU,喊口號、CUE　拍照樣樣精通　韓國瑜「場控能力」讚,85,23688,https://youtu.be/tKttRVceevU
ctitv,20190320,e7cWsRelbCQ,香蕉「搭韓流」熱賣！　市場蕉價上揚1台斤28元,81,44880,https://youtu.be/e7cWsRelbCQ
ctitv,20190320,HTshIy6t3xM,天下第一粉！　陸配家鄉味來台圈粉,163,5309,https://youtu.be/HTshIy6t3xM
ctitv,20190320,z_vfawVn1_I,狂操作假新聞！　藍控蘇貞昌18年前「謊報」沒解釋,89,4475,https://youtu.be/z_vfawVn1_I
ctitv,20190320,U2v9ZdGu9dw,沒有「國旗」！　新版數位身分證明年10月出爐,111,22266,https://youtu.be/U2v9ZdGu9dw
ctitv,20190320,TsTcNLaPuhs,勝利來台玩樂　週刊爆言承旭同場跑趴,115,2517,https://youtu.be/TsTcNLaPuhs
ctitv,20190320,oy6sZyINwd8,不滿官員翹腳　韓國瑜市政會議怒飆「什麼態度」,117,245795,https://youtu.be/oy6sZyINwd8
ctitv,20190320,IxNk4w7k8S8,醫師日本機場挨揍掛彩　回台報警頻碰壁,108,430,https://youtu.be/IxNk4w7k8S8
ctitv,20190320,bD4JANkHnSg,工地鏟土機撞社工　家人怒批：施工單位沒交管,99,852,https://youtu.be/bD4JANkHnSg
ctitv,20190320,GQFkVHK73Z8,全台最肥衛生所！　三芝衛所主任遭踢爆年領456萬,102,4045,https://youtu.be/GQFkVHK73Z8
ctitv,20190320,nTLqx9AuGWw,中檢拍賣2500萬超跑　傳產業者1200萬得標,98,745,https://youtu.be/nTLqx9AuGWw
ctitv,20190320,cvgYaJoLFoY,又有台商欲投資！　「紐約中華總商會」拜會高市府,95,28319,https://youtu.be/cvgYaJoLFoY
ctitv,20190320,d6-d02m7Wb8,毒鴛鴦遭警盤查男友獨逃　女友坐地哭慘,73,897,https://youtu.be/d6-d02m7Wb8
ctitv,20190320,01ufTDAIdyE,赴陸將會劉結一　韓國瑜：只談經濟不談政治,120,69652,https://youtu.be/01ufTDAIdyE
ctitv,20190320,kRhresJ3lT8,「三安大執法」2小時破功　惡煞鬧事警無奈,86,1057,https://youtu.be/kRhresJ3lT8
ctitv,20190320,rqH9yy9gKww,推韓流抗毒瘤！　國民黨拚團結拱「最強棒」,96,25380,https://youtu.be/rqH9yy9gKww
ctitv,20190320,UsarJAWrds0,「正義魔人」違規左轉　攔檢未停吃「萬元罰單」,92,968,https://youtu.be/UsarJAWrds0
ctitv,20190320,2zWQSSLge4Q,女友被調戲嗆聲談判　反遭惡煞開槍、燒車,114,454,https://youtu.be/2zWQSSLge4Q
ctitv,20190320,rSZUwUfqXIE,民控警「便服」攔查違法　蒐證帶曝光重打臉,89,660,https://youtu.be/rSZUwUfqXIE
ctitv,20190320,Nb-mqtgR-kQ,扯！　綠「伸手」NCC？　卓榮泰稱：不然換個人,105,9816,https://youtu.be/Nb-mqtgR-kQ
ctitv,20190320,x06UZRNb19U,韓國瑜訪陸　與廈大台研院閉門會議,97,26033,https://youtu.be/x06UZRNb19U
ctitv,20190320,aVz-ji5UUK4,賭博機房藏台中一中商圈　警攻堅　成員皆八年級生,90,1611,https://youtu.be/aVz-ji5UUK4
ctitv,20190320,FjL10oubGhM,受范冰冰欠稅波及　陳偉霆傳被逼寫逃稅金額,106,1357,https://youtu.be/FjL10oubGhM
ctitv,20190320,MebgXh7LZXM,麵包車載煤氣罐引爆　百米外房屋玻璃被震碎,76,1475,https://youtu.be/MebgXh7LZXM
ctitv,20190320,rfGt2jebk2o,這樣噴嘸效！　清潔藥劑隨便灑　民眾：噴交代的嗎,78,1559,https://youtu.be/rfGt2jebk2o
ctitv,20190320,LqsEZ4a0yN8,懷孕生子人氣照夯　安以軒、劉詩詩收視保證,95,947,https://youtu.be/LqsEZ4a0yN8
ctitv,20190320,UJ_OWI0FvUE,婦深夜跌落溝渠溺水　搶救不及家屬慟認屍,52,776,https://youtu.be/UJ_OWI0FvUE
ctitv,20190320,ptqPQk16Ehk,命名「極速系列」　韓國逾辦「世界V8超級房車賽」有譜？,161,9308,https://youtu.be/ptqPQk16Ehk
ctitv,20190320,vizFV7hS8q8,簡易自來水水源遭汙染！　新竹55萬人飲用水恐受影響,94,1073,https://youtu.be/vizFV7hS8q8
ctitv,20190320,bIuLzSevHzg,酒駕？精神不濟？　機車橫移直撞施工區慘摔,48,786,https://youtu.be/bIuLzSevHzg
ctitv,20190320,dslSvA3Wuuo,「18禁網紅」賺點閱　孫安佐受訪片惹怒校方,54,3655,https://youtu.be/dslSvA3Wuuo
ctitv,20190320,DBQQTKgqa04,韓靠拚經濟聚人氣！　賴清德叫陣韓「2020選總統」,105,9601,https://youtu.be/DBQQTKgqa04
ctitv,20190320,xDaHoQARjAo,「王牌不打不是愚蠢嗎」　吳敦義醞釀徵召韓？,97,20822,https://youtu.be/xDaHoQARjAo
ctitv,20190320,1oBfLIEE-68,韓國瑜上任最大筆！「廣東連都」簽10億訂單,103,101412,https://youtu.be/1oBfLIEE-68
ctitv,20190320,A3IkSogV2iA,「24小時營業」掰掰　全台逾600家超商夜間關門,75,7385,https://youtu.be/A3IkSogV2iA
ctitv,20190320,W6xZ40sbHr8,打臉酸民！　韓拚外銷成績亮眼　新加坡加碼採購,95,64094,https://youtu.be/W6xZ40sbHr8
ctitv,20190320,FKMo5owICGc,蔡英文揪網紅拍短片　名嘴酸：不拚經濟「拚流量」,95,9067,https://youtu.be/FKMo5owICGc
ctitv,20190320,i6vRuBhU274,登中央山脈墜崖亡！　命喪山林吊掛遺體,69,555,https://youtu.be/i6vRuBhU274
ctitv,20190320,NDXqdj5mYzI,【氣象】「很有夏天感覺」　今全台晴朗舒適高溫,149,312,https://youtu.be/NDXqdj5mYzI
ctitv,20190320,7yDiKNreZFE,不滿女性友人遭調戲　惡煞談判開槍又燒車,96,464,https://youtu.be/7yDiKNreZFE
ctitv,20190320,UQ36oux1B14,社區驚現「襲臀」怪客　警竟遭拳頭攻擊,64,3590,https://youtu.be/UQ36oux1B14
ctitv,20190320,p2tiSl3ZoiE,男深夜侵入民宅　被警逮辯稱「避雨」,74,187,https://youtu.be/p2tiSl3ZoiE
ctitv,20190319,L3_fPThCeTY,一場兵變！韓國瑜父親黯然退役　落腳中和、和王世堅早結緣,218,104421,https://youtu.be/L3_fPThCeTY
ctitv,20190319,sR3V4eux1Mg,安全上下學！　樹林中山路通學步道改善,71,3721,https://youtu.be/sR3V4eux1Mg
ctitv,20190319,0C19-f9fG-0,忠心護主？　靠攏人氣？　英德內戰開打,151,4985,https://youtu.be/0C19-f9fG-0
ctitv,20190319,wQbpLE4r4oY,離岸風電電價高　藍委質疑圖利國外廠商,102,2303,https://youtu.be/wQbpLE4r4oY
ctitv,20190319,5BOgMujH4YA,人進來了！　高雄房屋移轉較去年同期增4成,98,6207,https://youtu.be/5BOgMujH4YA
ctitv,20190319,pk3-yp4dbK8,花1800億買17架空巴　星宇航空明年起飛,108,4302,https://youtu.be/pk3-yp4dbK8
ctitv,20190319,9lJwdk4kuUQ,從挺蔡變領表　7個月內賴清德心意髮夾彎,152,1535,https://youtu.be/9lJwdk4kuUQ
ctitv,20190319,BUedLaivWEo,陳筱諭大敗爆陰謀論　郭秀珠：扁為特赦倒戈,121,7214,https://youtu.be/BUedLaivWEo
ctitv,20190319,LOfTlYjKhQY,前酒店女涉「剝皮」詐欺台商5千多萬　法院判決出爐,82,1284,https://youtu.be/LOfTlYjKhQY
ctitv,20190319,pgYM_zC1294,停車場「綠燈」禁停？　車遭淋油轟「沒水準」,94,1405,https://youtu.be/pgYM_zC1294
ctitv,20190319,TDYorMydjG8,響應韓國瑜「運動觀光」　斯巴達路跑在高雄,62,20521,https://youtu.be/TDYorMydjG8
ctitv,20190319,ZBsg3qG-6VQ,就是要韓流！　韓文創小物結合日本卡通餐廳,88,26780,https://youtu.be/ZBsg3qG-6VQ
ctitv,20190319,M_Lv0YY_SlM,韓流加持！　高農產品詢問度高　鳳梨果乾首銷杜拜,89,45267,https://youtu.be/M_Lv0YY_SlM
ctitv,20190319,e07oOIZRoBg,學校裝清淨機「不樂之捐」？　韓重砲駁：絕不可能,94,53000,https://youtu.be/e07oOIZRoBg
ctitv,20190319,dUUbKPquz10,高雄貨又賣出去！　廣東潮州連都一年採購10億台幣,99,32729,https://youtu.be/dUUbKPquz10
ctitv,20190319,UWXgiNmgOCM,陳筱諭大敗爆陰謀論　郭秀珠：扁為特赦倒戈,121,2937,https://youtu.be/UWXgiNmgOCM
ctitv,20190319,GlcDkX94nfk,走偏鋒　蔡賴拉攏獨派！　民調仍慘輸韓國瑜,105,8062,https://youtu.be/GlcDkX94nfk
ctitv,20190319,Pfd_RZdUaX0,吳拋徵召韓領表！　青壯派籲直接「徵召參選」,104,6986,https://youtu.be/Pfd_RZdUaX0
ctitv,20190319,4daMkwk8JB8,一再食言卻談打假　羅友志：蘇才是假新聞製造者,118,5447,https://youtu.be/4daMkwk8JB8
ctitv,20190319,islCkmyyXKc,行車糾紛！　運將持鐵棍衝停車場欲毆學生,80,791,https://youtu.be/islCkmyyXKc
ctitv,20190319,G4mTDknBxRs,和室友聊天到半夜！　女大生離奇陳屍租屋處,81,1239,https://youtu.be/G4mTDknBxRs
ctitv,20190319,dXkNltb4RIQ,隔空盜刷信用卡　「閃付」方便也暗藏危機,79,589,https://youtu.be/dXkNltb4RIQ
ctitv,20190319,GMoWWrgbBhk,台中海生館OT案正式簽約　成海線觀光淺力股,109,807,https://youtu.be/GMoWWrgbBhk
ctitv,20190319,VkQl1ZVGuQg,發大財！高雄貨賣到澳門　「年上億元訂單」,121,53744,https://youtu.be/VkQl1ZVGuQg
ctitv,20190319,SeaRQ1dloNg,踩到不明肉團　男稱是長生不老藥「肉靈芝」,74,605,https://youtu.be/SeaRQ1dloNg
ctitv,20190319,anCZ0Eb4RfE,求子真相曝？　港媒：郭富城家擺「金龍多子陣」,72,803,https://youtu.be/anCZ0Eb4RfE
ctitv,20190319,pFgL_9dxQaQ,誆幹部「騙」布全台！　70超商店員遭詐700萬,72,466,https://youtu.be/pFgL_9dxQaQ
ctitv,20190319,Rq3tSRZYNpc,運毒新招！　嫌叫Uber誆司機「重要文件」,86,702,https://youtu.be/Rq3tSRZYNpc
ctitv,20190319,sfTTtix5zxI,爸媽出門吃消夜　7歲童外出找人遭反鎖,103,459,https://youtu.be/sfTTtix5zxI
ctitv,20190319,24DExxXjevw,90公斤毒犯遭畏罪逃　縱身跳水溝重壓警,69,501,https://youtu.be/24DExxXjevw
ctitv,20190319,Ha9uWiBhggc,小黃駕駛持棍棒闖校尋仇　逼車畫面曝光,45,809,https://youtu.be/Ha9uWiBhggc
ctitv,20190319,56fRQIJxjFo,趙又廷準備當爸？　高圓圓遭爆預產期在7月,100,3423,https://youtu.be/56fRQIJxjFo
ctitv,20190319,B6Z4aEMOY0w,「掃毒2」華仔、古天樂追撞地鐵　甄子丹「葉問4」曝光,85,2193,https://youtu.be/B6Z4aEMOY0w
ctitv,20190319,2SaQA2AWMH0,買到漏水屋！　屋內狂下瀑布雨　10個水桶接不夠,96,1021,https://youtu.be/2SaQA2AWMH0
ctitv,20190319,wzXlcJnniec,燕巢芭樂銷陸　韓國瑜掛保證：吃了人生變彩色,82,47324,https://youtu.be/wzXlcJnniec
ctitv,20190319,NweGZPamQFI,衝撞店家還欲點燃油箱　失控男釀多人傷,56,203,https://youtu.be/NweGZPamQFI
ctitv,20190319,gNBxBBbP8Eg,憂痣成皮膚癌？！快用手機拍下　APP幫解惑,77,2636,https://youtu.be/gNBxBBbP8Eg
ctitv,20190319,KurrLyjrC2c,到廈門必吃美食！　特色小吃龜粿、芋包、煸豆干,99,3331,https://youtu.be/KurrLyjrC2c
ctitv,20190319,GhcIBh9yCLU,對抗假新聞？盧痛批：把髒兮兮手　伸進NCC,75,4300,https://youtu.be/GhcIBh9yCLU
ctitv,20190319,GMaf84Hi28A,陳喬恩直播怪癖！　「撕嘴皮收藏」嚇壞粉絲,81,1515,https://youtu.be/GMaf84Hi28A
ctitv,20190319,EW4BFC8xQKI,賣菜到歐洲？　韓廈門擬談「控溫濕」貨列車,157,66142,https://youtu.be/EW4BFC8xQKI
ctitv,20190319,BhebAMp41MI,拚觀光！　春遊補助南投加碼　最高折抵2750元,76,542,https://youtu.be/BhebAMp41MI
ctitv,20190319,evYz_JHayds,港人移民高雄詢問度高　旅遊搜尋熱度增242%,107,26722,https://youtu.be/evYz_JHayds
ctitv,20190319,3AcYPtfcYsg,天道盟主病逝　太陽會「鐵霸」接班呼聲高,99,30062,https://youtu.be/3AcYPtfcYsg
ctitv,20190319,rPoF5khPqvI,徵召領表登記！　韓國瑜：時間會逐漸浮現出來,101,19865,https://youtu.be/rPoF5khPqvI
ctitv,20190319,dRAX9vTggQ0,賴清德領表參選　周錫瑋：「獨氣彈」毒死台灣,97,1014,https://youtu.be/dRAX9vTggQ0
ctitv,20190319,9q46hohKMjY,速食店漢堡藏針？！　一口咬下「刺痛流血」投訴,92,1409,https://youtu.be/9q46hohKMjY
ctitv,20190319,_rutX7Vpacg,高雄貨又賣出去！　廣東潮州連都一年採購10億台幣,104,58325,https://youtu.be/_rutX7Vpacg
ctitv,20190319,etIWmIiKK7s,錯連別人藍牙喇叭　鄰居崩潰：同首歌聽4天,74,873,https://youtu.be/etIWmIiKK7s
ctitv,20190319,4K8wLfhLXww,駝背嬤半夜撞柱倒摔　竟神奇痊癒「抬頭挺胸」,70,2190,https://youtu.be/4K8wLfhLXww
ctitv,20190319,JB3cVmo4h8o,逆轉！平交道擋車案　車主「揮手」要後車逆向通過,87,850,https://youtu.be/JB3cVmo4h8o
ctitv,20190319,iuxyOASlDto,新版身分證除去國旗？　遭批拿納稅錢搞台獨,100,8238,https://youtu.be/iuxyOASlDto
ctitv,20190319,-ym0LHncp80,陳筱諭大敗爆陰謀論　郭秀珠：扁為特赦倒戈,124,33779,https://youtu.be/-ym0LHncp80
ctitv,20190319,lszZKF5QGCo,賴清德領表選總統　民調：可望擊敗蔡英文,90,12356,https://youtu.be/lszZKF5QGCo
